UPM;NVIVI;NHOGA;ANIO;AREA;DPTOV;ESTGEO;P901;P902;P903;P904;P905;P906;P907;P908;P909;P910;P911;P912;P913;P914;P915;P916;P917;P918;P919;P920;P921;P922;P923;P924;P925;P926;P927;P928;P929;P930;P931;P932;P933;P934;P935;P936;P937;P938;P939;P940;P941;P942;P943;P944;P945;P946;FEX_MUJER
23502;49;1;2021;1;11;1;1;35;35;2;20;1;1;1;2;22;1;1;1;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;776
23502;50;1;2021;1;11;1;2;6;31;1; ; ;4;1;1;36;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;545
23603;2;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;2;17;1;19;6; ;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2421
23603;9;1;2021;1;11;1;1;25;22;1; ; ;4;1;5;23;3;5;3;3;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1239
23603;9;2;2021;1;11;1;2;8;23;1; ; ;4;3;3;19;3;2;3;3;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;605
23603;11;1;2021;1;11;1;1;30;25;1; ; ;4;1;2;29;2;2;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1451
23603;14;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;5;15;1;17;1;1;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1459
23603;22;1;2021;1;11;1;2;8;22;1; ; ;4;1;3;23;3;3;1;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;605
23603;28;1;2021;1;11;1;2;20;18;1; ; ;4;3;3;18;3;3;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1305
23603;71;1;2021;1;11;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;16;1;2;26;3;16;3;2;3;3;2;2;682
23659;5;1;2021;1;11;1;2;10;23;1; ; ;4;1;0; ; ; ; ; ;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;552
23659;8;1;2021;1;11;1;1;12;30;1; ; ;4;1;2;31;2;2;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;528
23659;12;1;2021;1;11;1;2;7;37;2;29;4;4;1;2;32;2;1;3;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;534
23659;18;1;2021;1;11;1;2;19;22;1; ; ;4;1;3;22;2;3;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1056
23659;25;1;2021;1;11;1;1;11;17;1; ; ;1;1;2;17;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;490
23659;43;1;2021;1;11;1;2;32;21;1; ; ;4;1;11;21;5;11;3;1;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;534
23659;56;1;2021;1;11;1;2;13;16;1; ; ;4;3;2;16;2;2;1;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;490
23659;65;1;2021;1;11;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;25;1;1; ;2;25;2;1;3;3;8;8;671
23716;5;1;2021;1;11;1;2;4;44;2;25;4;4;1;4;15;1;0;3;1;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;284
23716;20;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;1;14;1;17;6; ;1;26;1;1;3;3;1;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ;781
23716;23;1;2021;1;11;1;2;20;48;2;26;4;4;1;0; ; ; ; ; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;178
23716;31;1;2021;1;11;1;2;18;22;1; ; ;4;1;3;22;3;3;1;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;251
23716;40;1;2021;1;11;1;1;4;27;1; ; ;4;2;1;19;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;521
23716;46;1;2021;1;11;1;2;3;21;2;21;4;4;1;2;19;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;314
23716;48;1;2021;1;11;1;2;23;16;1; ; ;1;1;3;17;3;3;3;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;260
23716;50;1;2021;1;11;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;23;4;2;30;1;24;0;1;3;3;3;3;220
23716;51;1;2021;1;11;1;2;2;25;2;22;1;4;1;2;22;2;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;260
23770;1;1;2021;1;11;1;2;9;22;1; ; ;4;3;4;24;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;386
23770;9;1;2021;1;11;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;18;4;1; ;2;20;0;0;2;3;3;3;843
23770;17;1;2021;1;11;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;20;4;1; ;3;22;1;3;3;1;8;3;617
23770;40;1;2021;1;11;1;1;13;30;1; ; ;4;1;2;20;1;1;3;3;8;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;417
23770;53;1;2021;1;11;1;1;15;18;1; ; ;4;1;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;372
23770;61;1;2021;1;11;1;2;5;41;2;20;1;4;1;2;20;2;0;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1265
23770;62;1;2021;1;11;1;1;17;20;1; ; ;4;1;1;22;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;372
23770;63;1;2021;1;11;1;2;13;22;2;16;4;4;1;1;19;0;0;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;417
23828;5;1;2021;1;11;1;1;40;21;1; ; ;4;2;1;25;1;1;3;2;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;394
23828;8;1;2021;1;11;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8;18;4;2;39;2;21;2;0;3;1;3;3;509
23828;10;1;2021;1;11;1;2;55;23;1; ; ;4;3;4;27;1;2;1;3;8;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;448
23828;31;1;2021;1;11;1;2;5;16;1; ; ;4;1;1;18;1;1;3;3;3;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;562
23828;44;1;2021;1;11;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;17;1;1; ;1;18;1;1;3;1;3;3;562
23828;47;1;2021;1;11;1;2;9;16;1; ; ;4;1;1;23;1;1;3;3;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;466
23828;72;1;2021;1;11;1;2;40;23;1; ; ;4;1;1;33;1;1;3;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;394
23885;2;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;1;17;1;17;6; ;1;23;1;1;3;3;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;682
23885;7;1;2021;1;11;1;1;32;31;1; ; ;4;1;3;27;3;3;3;3;3;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1090
23885;16;1;2021;1;11;1;2;12;35;1; ; ;4;1;3;27;2;2;1;1;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;372
23885;19;1;2021;1;11;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;23;4;2;30;4;23;2;2;3;1;2;2;701
23885;26;1;2021;1;11;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;20;4;1; ;6;21;1;6;3;3;3;3;983
23885;33;1;2021;1;11;1;2;16;19;1; ; ;1;3;4;19;4;4;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;768
23885;40;1;2021;1;11;1;2;11;20;1; ; ;4;1;2;21;2;2;1;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;341
23885;46;1;2021;1;11;1;1;37;22;1; ; ;4;1;4;20;1;4;1;1;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;576
23885;53;1;2021;1;11;1;1;10;42;2;16;1;4;1;2;17;1;1;1;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;349
23885;55;1;2021;1;11;1;2;8;29;1; ; ;4;1;2;22;1;1;3;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;328
23938;6;1;2021;1;11;1;2;3;17;1; ; ;4;1;1;18;1;1;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;382
23938;22;1;2021;1;11;1;1;19;18;1; ; ;4;1;3;16;2;2;3;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;306
23938;38;1;2021;1;11;1;2;12;18;1; ; ;4;1;1;21;1;1;3;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;358
23938;41;1;2021;1;11;1;2;9;18;1; ; ;4;1;2;18;2;2;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;317
23938;43;1;2021;1;11;1;1;10;21;1; ; ;4;1;3;21;3;3;1;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;358
23938;55;1;2021;1;11;1;1;20;22;1; ; ;4;1;5;25;5;5;1;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;684
23938;59;1;2021;1;11;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;17;4;1; ;4;18;0;4;3;1;3;3;435
23938;60;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;661
23938;71;1;2021;1;11;1;1;8;25;1; ; ;4;1;1;26;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;317
23938;73;1;2021;1;11;1;1;22;22;1; ; ;4;1;2;21;2;2;3;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;693
23995;6;1;2021;1;11;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;23;4;1; ;3;23;3;3;1;1;8;8;1618
23995;13;1;2021;1;11;1;2;3;47;1; ; ;4;1;0; ; ; ; ; ;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;809
23995;22;1;2021;1;11;1;1;5;26;1; ; ;4;1;1;27;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;835
23995;26;1;2021;1;11;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;27;1;1; ;3;25;3;2;3;3;1;1;1428
23995;41;1;2021;1;11;1;2;7;23;2;18;4;4;1;1;25;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;835
23995;48;1;2021;1;11;1;1;8;22;1; ; ;4;1;3;20;3;1;3;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;835
23995;77;1;2021;1;11;1;1;30;34;2;18;4;4;1;13;20;2;5;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;508
24050;9;1;2021;1;11;1;1;6;27;1; ; ;4;1;1;32;1;1;3;3;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;375
24050;12;1;2021;1;11;1;2;40;17;1; ; ;4;1;5;19;0;5;1;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;255
24050;14;1;2021;1;11;1;1;17;22;1; ; ;4;2;3;24;3;3;3;1;1;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;358
24050;24;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;7;16;1;16;6; ;2;23;2;1;3;1;8;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1089
24050;25;1;2021;1;11;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;19;4;1; ;6;21;0;6;1;1;8;8;228
24050;29;1;2021;1;11;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;18;4;1; ;10;17;2;9;3;3;8;8;562
24050;39;1;2021;1;11;1;1;6;50;1; ; ;4;1;2;32;0;2;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;266
24050;55;1;2021;1;11;1;1;42;19;1; ; ;4;1;2;19;0;2;3;3;2;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;281
24050;60;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;2;18;1;18;6; ;2;20;2;1;3;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;375
24108;2;1;2021;1;11;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;20;1;2;25;1;20;1;0;3;3;3;3;1043
24108;5;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;8;28;1;28;6; ;0; ; ; ; ; ;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ;266
24108;10;1;2021;1;11;1;1;18;29;1; ; ;4;1;3;30;3;3;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;375
24108;15;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;1;17;1;17;6; ;1;21;1;1;3;3;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;695
24108;34;1;2021;1;11;1;1;33;23;1; ; ;4;1;6;17;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;278
24108;55;1;2021;1;11;1;2;4;28;2;17;4;4;3;3;23;0;0;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;392
24108;69;1;2021;1;11;1;2;3;24;2;18;4;4;1;3;18;1;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;348
24108;71;1;2021;1;11;1;2;6;19;1; ; ;4;1;1;22;1;1;3;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;419
24108;75;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;3;18;1;16;6; ;2;18;2;1;1;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;348
24108;75;2;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;4;18;1;18;1;1;1;19;1;0;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;783
24108;84;1;2021;1;11;1;1;36;24;1; ; ;4;1;2;28;0;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;294
24165;18;1;2021;1;11;1;1;30;18;1; ; ;4;1;3;19;1;3;3;2;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1625
24165;25;1;2021;1;11;1;2;4;26;1; ; ;4;1;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;745
24165;26;1;2021;1;11;1;1;38;33;1; ; ;4;2;1;33;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;510
24165;29;1;2021;1;11;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;18;4;1; ;6;19;1;6;1;1;3;3;629
24165;36;1;2021;1;11;1;1;3;29;1; ; ;4;3;0; ; ; ; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;839
24165;53;1;2021;1;11;1;1;12;28;1; ; ;4;3;3;27;3;3;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;717
24165;64;1;2021;1;11;1;2;2;62;2;17;4;4;1;1;18;0;0;3;3;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;629
24221;8;1;2021;1;11;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;20;4;3;24;1;27;1;1;3;1;2;2;1847
24221;12;1;2021;1;11;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;6;22;4;1; ;2;24;0;0;3;1;3;3;839
24221;14;1;2021;1;11;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;23;4;1; ;2;24;2;2;3;3;2;2;894
24221;38;1;2021;1;11;1;2;5;23;1; ; ;4;2;1;23;1;1;1;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1639
24221;49;1;2021;1;11;1;2;10;26;1; ; ;4;2;1;30;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;789
24221;55;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;5;17;1;16;6; ;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1975
24221;57;1;2021;1;11;1;2;9;21;1; ; ;4;2;4;21;3;1;3;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;923
24275;33;1;2021;1;11;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;24;4;1; ;1;25;0;1;3;3;3;3;974
24275;46;1;2021;1;11;1;2;21;29;1; ; ;4;1;2;30;1;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;974
24275;54;1;2021;1;11;1;1;32;20;1; ; ;4;3;3;22;2;3;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1520
24275;68;1;2021;1;11;1;1;11;21;1; ; ;4;1;1;24;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1072
24275;75;1;2021;1;11;1;1;10;27;1; ; ;4;1;2;30;2;2;3;3;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;916
24275;80;1;2021;1;11;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;25;4;1; ;2;25;2;2;1;3;2;2;1832
24332;8;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;743
24332;15;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;743
24332;24;1;2021;1;11;1;1;40;25;1; ; ;4;1;6;25;3;6;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;422
24332;31;1;2021;1;11;1;2;21;22;1; ; ;4;2;3;22;3;3;3;3;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;665
24332;34;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;3;17;1;18;6; ;1;23;1;1;3;3;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ;743
24332;36;1;2021;1;11;1;2;10;42;2;21;1;4;1;4;21;1;0;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;493
24332;44;1;2021;1;11;1;1;19;25;1; ; ;4;2;2;26;2;2;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;332
24332;46;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;2;17;1;17;6; ;1;18;1;0;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1233
24332;54;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;1;19;1;18;6; ;1;19;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;336
24332;70;1;2021;1;11;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;21;1;1; ;1;22;1;1;3;3;1;8;925
24387;2;1;2021;1;11;1;1;36;21;1; ; ;4;1;2;22;1;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;484
24387;3;1;2021;1;11;1;1;56;17;1; ; ;4;1;3;19;0;3;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;464
24387;7;1;2021;1;11;1;1;3;22;1; ; ;1;2;2;20;2;2;3;3;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;605
24387;25;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;2;15;1;15;6; ;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2046
24387;30;1;2021;1;11;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;21;4;1; ;1;24;1;1;3;3;8;8;583
24445;9;1;2021;1;11;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;27;4;1; ;2;19;0;1;3;3;3;3;537
